17:13:06.546 INFO  portalvalidation.ForgotPass -Email Address is required. :
17:13:14.480 INFO  portalvalidation.ForgotPass -Email Address not Valid :.username@yahoo.com
17:13:22.058 INFO  portalvalidation.ForgotPass -Sorry, The Email Id is not registered with us. :senspeeec@gmail.com
17:13:29.895 INFO  portalvalidation.ForgotPass -Forgot Password email sent, please check your inbox.:senspeeec11@gmail.com
17:13:52.563 INFO  portalvalidation.ForgotPass -Sorry, The Email Id is not registered with us. :user_name@domain.com
17:14:56.094 INFO  portalvalidation.ForgotPass -Email Address is required. :
17:15:03.997 INFO  portalvalidation.ForgotPass -Email Address not Valid :.username@yahoo.com
17:15:11.331 INFO  portalvalidation.ForgotPass -Sorry, The Email Id is not registered with us. :senspeeec@gmail.com
17:15:26.830 INFO  portalvalidation.ForgotPass -Sorry, The Email Id is not registered with us. :user_name@domain.com
21:49:31.361 INFO  portalvalidation.Myprofileedit -zip is empty on TAB:senspeeec11@gmail.com TC_03
21:50:21.627 INFO  portalvalidation.Myprofileedit -Zip valid and favloc empty on Submit:senspeeec11@gmail.com TC_04
22:24:55.569 INFO  portalvalidation.NewtRegistration -email and conf email are empty on Submit: Senthil Kumar 4 TC_01
22:25:03.816 INFO  portalvalidation.NewtRegistration -Email and Conf email mismatch on tab :Senthil Kumar 8 TC_02
22:25:12.028 INFO  portalvalidation.NewtRegistration -email and conf email are empty on Submit: Senthil Kumar 8 TC_02
22:25:19.906 INFO  portalvalidation.NewtRegistration -Email and Conf email mismatch on tab :Senthil Kumar 7 TC_03
22:25:27.992 INFO  portalvalidation.NewtRegistration -email and conf email are empty on Submit: Senthil Kumar 7 TC_03
22:25:43.555 INFO  portalvalidation.NewtRegistration -email valid and confrim email is empty on Submit: Senthil Kumar 9 TC_04
22:25:59.335 INFO  portalvalidation.NewtRegistration -fname is less than 2 chars on Submit: S TC_05
22:26:15.141 INFO  portalvalidation.NewtRegistration -fname is empty on Submit:  TC_06
22:26:30.871 INFO  portalvalidation.NewtRegistration -Last name  is empty on Submit: Senthil Kumar TC_07
22:26:46.693 INFO  portalvalidation.NewtRegistration -email formatt error on Submit: Senthil Kumar 6 TC_08
22:27:02.478 INFO  portalvalidation.NewtRegistration -Password and conf. Password are empty on Submit: Senthil Kumar 30 TC_09
22:27:10.791 INFO  portalvalidation.NewtRegistration -Password Empty on TAB: Senthil Kumar 31 TC_10
22:27:28.441 INFO  portalvalidation.NewtRegistration -Password and conf. Password are empty on Submit: Senthil Kumar 31 TC_10
22:27:36.941 INFO  portalvalidation.NewtRegistration -Password Length Error on TAB: Senthil Kumar 32 TC_11
22:27:44.791 INFO  portalvalidation.NewtRegistration -Password and conf. Password are empty on Submit: Senthil Kumar 32 TC_11
22:27:53.771 INFO  portalvalidation.NewtRegistration -Password and Conf Password mismatch on TAB: Senthil Kumar 33 TC_12
22:28:05.488 INFO  portalvalidation.NewtRegistration -Password and conf. Password are empty on Submit: Senthil Kumar 33 TC_12
22:28:21.511 INFO  portalvalidation.NewtRegistration -Password valid and confirm Password not empty on Submit: Senthil Kumar 34 TC_13
22:28:37.170 INFO  portalvalidation.NewtRegistration -Mobile number is empty: Senthil Kumar 7 TC_14
22:28:57.185 INFO  portalvalidation.NewtRegistration -Mobile number is not valid on Submit: Senthil Kumar 8 TC_15
22:29:17.152 INFO  portalvalidation.NewtRegistration -Birthdate is empty on Submit: Senthil Kumar 9 TC_16
22:29:32.706 INFO  portalvalidation.NewtRegistration -Zip length mismatch on TAB: Senthil Kumar 124 TC_17
